transactionId,accountId,merchantId,amount,timestamp,channel,isFraud
TXN-002393,ACC-184,MER-491,3769.99,2026-03-12T02:25:49Z,ATM,false
TXN-002394,ACC-262,MER-325,349.09,2025-02-17T13:24:36Z,ATM,false
TXN-002395,ACC-328,MER-129,4374.06,2025-08-21T21:07:42Z,Branch,false
TXN-002396,ACC-110,MER-245,23.09,2025-05-28T22:07:21Z,Mobile App,false
TXN-002397,ACC-549,MER-578,4619.36,2025-01-07T04:37:22Z,Branch,false
TXN-002398,ACC-784,MER-230,2778.29,2025-05-10T15:33:45Z,Branch,false
TXN-002399,ACC-487,MER-481,2279.95,2025-04-01T01:31:56Z,Mobile App,false
TXN-002400,ACC-779,MER-514,1463.15,2026-06-23T11:56:16Z,Branch,false
TXN-002401,ACC-669,MER-517,4607.79,2026-04-14T00:08:36Z,Mobile App,false
TXN-002402,ACC-009,MER-454,4537.09,2025-02-07T07:42:57Z,ATM,false
TXN-002403,ACC-734,MER-286,704.92,2025-08-14T10:58:35Z,Branch,false
TXN-002404,ACC-222,MER-054,1744.64,2026-06-22T06:57:35Z,Branch,false
TXN-002405,ACC-481,MER-097,3787.2,2025-11-28T19:27:29Z,Mobile App,false
TXN-002406,ACC-695,MER-594,2913.24,2025-10-20T04:50:34Z,POS,false
TXN-002407,ACC-727,MER-445,1749.99,2025-12-20T14:38:31Z,Branch,false
TXN-002408,ACC-304,MER-042,3036.67,2025-10-21T07:29:23Z,UPI,false
TXN-002409,ACC-241,MER-200,1438.57,2025-01-14T13:34:43Z,UPI,false
TXN-002410,ACC-731,MER-376,762.54,2025-08-07T16:27:08Z,ATM,false
TXN-002411,ACC-691,MER-389,3411.07,2025-12-23T10:23:10Z,UPI,false
TXN-002412,ACC-206,MER-187,636.79,2025-02-28T23:36:06Z,POS,false
TXN-002413,ACC-250,MER-014,2293.81,2025-08-09T23:43:25Z,Branch,false
TXN-002414,ACC-688,MER-250,2107.25,2025-09-17T20:55:43Z,Branch,false
TXN-002415,ACC-656,MER-118,414.0,2025-01-29T20:22:28Z,Mobile App,false
TXN-002416,ACC-045,MER-071,1985.43,2025-04-28T14:09:08Z,Branch,false
TXN-002417,ACC-010,MER-032,2520.09,2025-09-28T19:17:22Z,UPI,false
TXN-002418,ACC-586,MER-214,3347.45,2025-09-19T04:25:02Z,UPI,false
TXN-002419,ACC-467,MER-570,4592.65,2025-09-05T11:57:50Z,POS,false
TXN-002420,ACC-520,MER-513,3568.94,2025-03-11T07:54:18Z,UPI,false
TXN-002421,ACC-192,MER-111,1419.16,2026-03-19T20:04:30Z,Mobile App,false
TXN-002422,ACC-259,MER-394,1213.09,2026-01-28T12:32:32Z,Branch,false
TXN-002423,ACC-649,MER-397,4265.47,2025-07-06T11:08:19Z,ATM,false
TXN-002424,ACC-024,MER-213,459.0,2026-01-20T08:46:08Z,ATM,false
TXN-002425,ACC-674,MER-418,2116.99,2026-02-07T16:33:54Z,ATM,false
TXN-002426,ACC-318,MER-403,2694.09,2026-04-06T00:14:24Z,ATM,false
TXN-002427,ACC-738,MER-511,3349.38,2025-01-31T14:25:34Z,Mobile App,false
TXN-002428,ACC-706,MER-145,104.93,2025-02-08T13:09:39Z,Mobile App,false
TXN-002429,ACC-312,MER-387,3949.76,2026-04-03T16:00:40Z,Mobile App,false
TXN-002430,ACC-573,MER-347,1399.74,2026-01-20T20:55:29Z,Mobile App,false
TXN-002431,ACC-411,MER-208,3648.44,2025-06-03T21:44:11Z,ATM,false
TXN-002432,ACC-328,MER-431,4225.23,2025-10-24T05:36:50Z,UPI,false
TXN-002433,ACC-730,MER-206,4059.31,2025-02-15T05:09:28Z,Mobile App,false
TXN-002434,ACC-740,MER-039,2947.08,2026-04-08T07:07:14Z,UPI,false
TXN-002435,ACC-241,MER-068,2765.67,2025-01-03T18:12:17Z,POS,false
TXN-002436,ACC-545,MER-046,868.28,2025-06-29T03:27:33Z,POS,false
TXN-002437,ACC-716,MER-286,323.28,2026-04-12T03:21:30Z,ATM,false
TXN-002438,ACC-640,MER-052,3108.57,2025-07-23T21:34:49Z,ATM,false
TXN-002439,ACC-649,MER-455,2086.38,2025-11-21T06:28:08Z,Branch,false
TXN-002440,ACC-175,MER-547,4581.03,2025-03-05T23:04:02Z,ATM,false
TXN-002441,ACC-141,MER-440,2600.04,2026-03-21T08:19:03Z,POS,false
TXN-002442,ACC-799,MER-470,4470.75,2025-12-22T17:42:40Z,Mobile App,false
TXN-002443,ACC-356,MER-226,369.18,2025-03-10T13:36:05Z,Mobile App,false
TXN-002444,ACC-358,MER-562,4734.44,2025-07-09T21:56:19Z,Mobile App,false
TXN-002445,ACC-628,MER-444,2486.48,2025-12-14T20:48:04Z,UPI,false
TXN-002446,ACC-516,MER-298,4893.68,2026-03-31T00:25:13Z,Mobile App,false
TXN-002447,ACC-765,MER-316,700.51,2025-06-30T19:20:36Z,Branch,false
TXN-002448,ACC-418,MER-365,3238.55,2025-03-22T15:49:34Z,Branch,false
TXN-002449,ACC-498,MER-438,2395.2,2026-01-31T10:04:17Z,Branch,false
TXN-002450,ACC-491,MER-408,4348.8,2026-02-17T06:16:36Z,UPI,false
TXN-002451,ACC-222,MER-419,4634.26,2026-02-13T12:41:27Z,POS,false
TXN-002452,ACC-026,MER-090,3643.82,2026-05-13T00:13:59Z,ATM,false
TXN-002453,ACC-471,MER-412,860.32,2025-11-27T04:42:12Z,Branch,false
TXN-002454,ACC-446,MER-455,2574.1,2025-01-09T16:39:13Z,UPI,false
TXN-002455,ACC-717,MER-200,2238.28,2025-11-03T22:34:05Z,POS,false
TXN-002456,ACC-174,MER-192,2751.93,2026-06-10T01:08:55Z,UPI,false
TXN-002457,ACC-624,MER-001,2319.53,2025-07-07T20:10:39Z,POS,false
TXN-002458,ACC-580,MER-549,531.76,2026-04-29T11:59:47Z,Branch,false
TXN-002459,ACC-492,MER-477,762.32,2026-04-14T13:36:41Z,Branch,false
TXN-002460,ACC-390,MER-304,125.66,2026-03-09T16:02:49Z,POS,false
TXN-002461,ACC-760,MER-545,124.16,2025-02-26T06:22:35Z,POS,false
TXN-002462,ACC-128,MER-452,547.69,2025-10-29T00:06:44Z,POS,false
TXN-002463,ACC-495,MER-565,2913.98,2025-04-19T00:32:53Z,UPI,false
TXN-002464,ACC-361,MER-406,1755.24,2026-02-18T21:32:39Z,Branch,false
TXN-002465,ACC-083,MER-117,4207.73,2025-11-29T20:23:16Z,Mobile App,false
TXN-002466,ACC-058,MER-370,3869.57,2026-04-14T17:28:43Z,ATM,true
TXN-002467,ACC-269,MER-277,2972.23,2026-02-11T02:41:10Z,Branch,false
TXN-002468,ACC-575,MER-504,1748.55,2025-02-08T16:08:35Z,ATM,false
TXN-002469,ACC-658,MER-018,3869.93,2025-01-14T23:52:37Z,Mobile App,false
TXN-002470,ACC-105,MER-154,1700.14,2026-05-16T00:17:43Z,UPI,false
TXN-002471,ACC-401,MER-037,2467.54,2025-01-18T19:57:46Z,Branch,false
TXN-002472,ACC-678,MER-353,747.03,2025-06-26T08:44:28Z,ATM,false
TXN-002473,ACC-418,MER-216,4104.38,2025-01-13T04:14:45Z,Branch,false
TXN-002474,ACC-173,MER-043,69.19,2026-05-12T06:40:47Z,ATM,false
TXN-002475,ACC-021,MER-140,4062.12,2025-10-26T22:57:26Z,Branch,false
TXN-002476,ACC-143,MER-266,3509.04,2025-10-10T07:45:32Z,ATM,false
TXN-002477,ACC-481,MER-296,4970.72,2025-09-11T16:51:12Z,Branch,false
TXN-002478,ACC-707,MER-095,4033.99,2025-08-25T23:01:12Z,Branch,false
TXN-002479,ACC-680,MER-377,4506.56,2026-01-21T06:48:53Z,POS,false
TXN-002480,ACC-051,MER-390,2714.21,2025-06-11T18:35:42Z,POS,false
TXN-002481,ACC-662,MER-312,1266.51,2025-07-17T14:05:50Z,POS,false
TXN-002482,ACC-742,MER-068,1404.16,2026-03-03T09:35:59Z,UPI,false
TXN-002483,ACC-679,MER-429,1770.33,2025-06-04T06:40:08Z,POS,false
TXN-002484,ACC-519,MER-204,3932.96,2025-06-27T14:10:30Z,POS,false
TXN-002485,ACC-671,MER-561,4723.56,2025-11-20T11:57:12Z,Branch,false
TXN-002486,ACC-222,MER-445,4893.21,2026-02-07T00:29:14Z,POS,false
TXN-002487,ACC-247,MER-158,147.46,2025-12-24T20:30:08Z,Branch,false
TXN-002488,ACC-374,MER-538,2355.53,2026-04-18T23:36:35Z,POS,false
TXN-002489,ACC-250,MER-163,3865.92,2026-04-19T20:47:25Z,UPI,false
TXN-002490,ACC-224,MER-258,1504.53,2025-12-01T11:24:18Z,UPI,false
TXN-002491,ACC-708,MER-346,4332.74,2025-01-19T11:16:34Z,POS,false
TXN-002492,ACC-327,MER-062,1806.53,2026-04-08T20:01:17Z,ATM,false
TXN-002493,ACC-545,MER-276,2005.06,2025-01-07T08:40:58Z,Mobile App,false
TXN-002494,ACC-469,MER-202,1402.54,2026-04-14T18:12:44Z,ATM,false
TXN-002495,ACC-581,MER-047,3485.02,2026-01-16T14:40:43Z,ATM,false
TXN-002496,ACC-605,MER-323,1348.94,2025-09-26T05:58:10Z,Mobile App,false
TXN-002497,ACC-248,MER-576,4626.96,2025-04-17T23:02:58Z,POS,false
TXN-002498,ACC-573,MER-360,550.58,2025-04-14T00:52:23Z,Mobile App,false
TXN-002499,ACC-308,MER-352,116.78,2026-03-13T18:32:04Z,Mobile App,false
TXN-002500,ACC-320,MER-215,1717.74,2025-04-19T04:09:55Z,Branch,false
TXN-002501,ACC-611,MER-272,3859.12,2026-06-16T16:52:06Z,ATM,false
TXN-002502,ACC-230,MER-504,3102.58,2025-09-14T19:02:58Z,ATM,false
TXN-002503,ACC-081,MER-103,559.26,2025-10-01T20:48:24Z,UPI,false
TXN-002504,ACC-030,MER-282,4968.8,2025-10-06T01:02:21Z,ATM,false
TXN-002505,ACC-472,MER-271,745.79,2026-06-09T18:55:01Z,Branch,false
TXN-002506,ACC-188,MER-353,555.94,2025-10-10T07:42:33Z,Branch,false
TXN-002507,ACC-229,MER-542,963.0,2025-09-29T22:17:14Z,POS,false
TXN-002508,ACC-300,MER-351,4772.85,2025-12-02T01:40:17Z,Mobile App,false
TXN-002509,ACC-619,MER-083,2923.42,2025-03-02T21:20:29Z,Branch,false
TXN-002510,ACC-682,MER-312,1720.76,2026-06-16T11:35:21Z,ATM,false
TXN-002511,ACC-706,MER-465,3492.99,2025-11-21T13:49:46Z,ATM,false
TXN-002512,ACC-486,MER-191,2719.54,2025-12-20T21:30:44Z,ATM,false
TXN-002513,ACC-254,MER-453,1251.65,2025-04-20T01:11:37Z,Mobile App,false
TXN-002514,ACC-684,MER-326,4152.45,2025-11-25T16:37:02Z,ATM,false
TXN-002515,ACC-780,MER-436,1287.38,2025-11-26T13:48:14Z,Mobile App,false
TXN-002516,ACC-527,MER-264,2629.07,2026-05-24T18:08:08Z,Branch,false
TXN-002517,ACC-402,MER-164,71.56,2025-02-15T23:46:07Z,Branch,false
TXN-002518,ACC-585,MER-240,420.1,2025-07-06T19:13:30Z,Mobile App,false
TXN-002519,ACC-241,MER-345,4749.15,2026-01-19T18:09:58Z,Mobile App,false
TXN-002520,ACC-319,MER-344,163.4,2026-04-24T02:35:44Z,UPI,false
TXN-002521,ACC-553,MER-147,4588.51,2026-06-10T23:32:35Z,Branch,false
TXN-002522,ACC-452,MER-234,3383.82,2025-05-15T13:29:26Z,ATM,false
TXN-002523,ACC-288,MER-235,4139.1,2026-03-08T21:35:14Z,UPI,false
TXN-002524,ACC-040,MER-316,2510.91,2025-03-12T06:08:18Z,POS,false
TXN-002525,ACC-666,MER-156,286.86,2025-07-08T04:38:33Z,Branch,false
TXN-002526,ACC-305,MER-376,231.94,2026-03-06T12:14:21Z,ATM,false
TXN-002527,ACC-740,MER-244,536.23,2026-01-02T03:10:20Z,POS,false
TXN-002528,ACC-786,MER-380,2208.38,2026-04-16T23:42:54Z,UPI,false
TXN-002529,ACC-066,MER-113,3591.96,2025-01-19T20:39:55Z,POS,false
TXN-002530,ACC-644,MER-265,971.22,2025-06-07T18:29:32Z,POS,false
TXN-002531,ACC-255,MER-447,4414.78,2025-03-07T16:14:45Z,Mobile App,false
TXN-002532,ACC-703,MER-161,3322.7,2026-01-11T15:46:48Z,Mobile App,false
TXN-002533,ACC-695,MER-110,1604.15,2026-06-15T18:00:24Z,UPI,false
TXN-002534,ACC-118,MER-479,3025.18,2025-09-21T21:03:50Z,Mobile App,false
TXN-002535,ACC-463,MER-219,4286.31,2025-11-28T22:34:52Z,ATM,false
TXN-002536,ACC-702,MER-086,3718.45,2026-01-15T22:49:23Z,ATM,false
TXN-002537,ACC-634,MER-160,784.5,2025-07-11T05:13:56Z,Branch,false
TXN-002538,ACC-581,MER-078,3934.44,2026-06-12T16:53:07Z,Branch,false
TXN-002539,ACC-446,MER-496,570.43,2025-04-17T08:10:07Z,UPI,false
TXN-002540,ACC-527,MER-463,2437.13,2025-08-15T19:36:03Z,POS,false
TXN-002541,ACC-610,MER-083,1866.43,2025-07-17T12:24:44Z,POS,false
TXN-002542,ACC-326,MER-053,52.75,2025-01-05T13:34:52Z,ATM,false
TXN-002543,ACC-795,MER-387,3712.26,2026-03-12T07:45:22Z,Branch,false
TXN-002544,ACC-569,MER-036,4435.38,2025-08-29T12:49:38Z,POS,false
TXN-002545,ACC-057,MER-175,2972.63,2025-12-18T12:52:19Z,Branch,false
TXN-002546,ACC-049,MER-244,3243.22,2025-01-07T14:36:57Z,UPI,false
TXN-002547,ACC-800,MER-211,1366.44,2025-12-23T16:49:15Z,POS,false
TXN-002548,ACC-305,MER-071,2682.81,2025-07-06T11:40:09Z,Branch,false
TXN-002549,ACC-555,MER-518,482.2,2025-07-09T04:47:21Z,UPI,false
TXN-002550,ACC-681,MER-136,2232.59,2025-09-01T13:24:25Z,Mobile App,false
TXN-002551,ACC-250,MER-251,1404.81,2026-02-28T16:42:32Z,POS,false
TXN-002552,ACC-164,MER-153,15.61,2026-05-26T17:19:15Z,UPI,false
TXN-002553,ACC-174,MER-371,3980.68,2026-03-04T07:58:21Z,ATM,false
TXN-002554,ACC-702,MER-079,4407.54,2026-02-11T04:54:08Z,Mobile App,false
TXN-002555,ACC-742,MER-421,1112.1,2025-07-04T12:25:16Z,UPI,false
TXN-002556,ACC-579,MER-089,3242.92,2025-07-10T17:04:01Z,Branch,false
TXN-002557,ACC-615,MER-013,2329.82,2025-08-26T21:02:08Z,Branch,false
TXN-002558,ACC-439,MER-494,921.75,2025-10-02T15:21:41Z,ATM,false
TXN-002559,ACC-083,MER-264,3494.05,2025-02-09T02:40:06Z,Branch,false
TXN-002560,ACC-010,MER-468,571.59,2026-03-12T10:52:29Z,POS,false
TXN-002561,ACC-029,MER-546,4189.91,2025-05-21T01:05:53Z,ATM,false
TXN-002562,ACC-470,MER-007,2645.9,2025-03-27T12:57:24Z,UPI,false
TXN-002563,ACC-772,MER-083,3111.46,2025-08-25T01:42:24Z,POS,false
TXN-002564,ACC-266,MER-373,2102.16,2026-04-25T02:38:34Z,Branch,false
TXN-002565,ACC-353,MER-347,1948.04,2025-05-25T12:29:29Z,Branch,false
TXN-002566,ACC-439,MER-511,392.16,2026-06-16T13:18:28Z,Mobile App,false
TXN-002567,ACC-705,MER-514,2502.88,2025-11-27T14:49:21Z,ATM,false
TXN-002568,ACC-599,MER-363,2004.56,2025-11-09T00:41:48Z,Branch,false
TXN-002569,ACC-795,MER-452,2719.97,2025-10-17T03:20:29Z,POS,false
TXN-002570,ACC-507,MER-213,2294.37,2026-02-12T14:06:11Z,Branch,false
TXN-002571,ACC-766,MER-294,4116.0,2025-04-19T13:52:18Z,ATM,false
TXN-002572,ACC-704,MER-296,3336.42,2025-08-23T12:18:25Z,POS,false
TXN-002573,ACC-401,MER-391,880.37,2025-06-19T15:30:04Z,Mobile App,false
TXN-002574,ACC-304,MER-114,359.02,2025-03-17T03:46:49Z,POS,false
TXN-002575,ACC-179,MER-105,1873.59,2025-06-26T03:11:29Z,Mobile App,false
TXN-002576,ACC-616,MER-407,4951.76,2025-06-10T22:39:16Z,Branch,false
TXN-002577,ACC-269,MER-491,137.04,2025-09-01T06:21:15Z,Branch,false
TXN-002578,ACC-552,MER-579,1938.11,2026-01-11T04:26:54Z,Mobile App,false
TXN-002579,ACC-222,MER-387,2756.48,2025-06-29T16:14:25Z,Mobile App,false
TXN-002580,ACC-029,MER-285,2706.88,2026-04-14T15:17:06Z,ATM,false
TXN-002581,ACC-412,MER-233,3450.79,2025-09-25T14:13:57Z,UPI,false
TXN-002582,ACC-186,MER-149,3897.54,2026-04-07T06:20:11Z,Mobile App,false
TXN-002583,ACC-678,MER-172,2413.29,2025-09-14T04:29:13Z,UPI,false
TXN-002584,ACC-229,MER-287,323.01,2025-02-08T17:49:21Z,Branch,false
TXN-002585,ACC-761,MER-149,2895.47,2025-12-17T19:36:05Z,ATM,false
TXN-002586,ACC-132,MER-526,785.23,2026-02-07T19:17:26Z,ATM,false
TXN-002587,ACC-021,MER-090,2682.83,2026-03-30T03:09:28Z,Branch,false
TXN-002588,ACC-668,MER-055,4240.06,2026-06-10T22:54:04Z,Branch,false
TXN-002589,ACC-539,MER-534,3281.19,2026-01-06T13:07:23Z,POS,false
TXN-002590,ACC-596,MER-460,3121.79,2025-05-06T05:32:36Z,ATM,false
TXN-002591,ACC-110,MER-503,622.07,2025-11-14T20:23:40Z,POS,false
TXN-002592,ACC-428,MER-365,2584.4,2026-04-27T10:06:55Z,UPI,false
TXN-002593,ACC-679,MER-105,4974.51,2025-01-08T07:28:26Z,Branch,false
TXN-002594,ACC-079,MER-505,1057.09,2025-09-01T09:53:02Z,Branch,false
TXN-002595,ACC-250,MER-097,4965.77,2025-03-15T02:29:37Z,ATM,false
TXN-002596,ACC-611,MER-473,4905.37,2025-10-01T17:11:43Z,Branch,false
TXN-002597,ACC-183,MER-425,517.68,2026-04-18T20:53:59Z,Branch,false
TXN-002598,ACC-224,MER-500,4569.37,2025-03-10T21:06:51Z,UPI,false
TXN-002599,ACC-217,MER-539,4264.88,2026-05-19T12:38:00Z,UPI,false
TXN-002600,ACC-600,MER-055,1960.43,2025-05-10T11:19:13Z,Mobile App,false
TXN-002601,ACC-117,MER-213,3215.37,2025-03-01T16:46:09Z,Branch,false
TXN-002602,ACC-506,MER-357,943.44,2025-05-14T09:28:32Z,Mobile App,false
TXN-002603,ACC-399,MER-228,4012.58,2025-11-24T11:02:19Z,Mobile App,false
TXN-002604,ACC-248,MER-079,2351.56,2025-09-13T20:53:18Z,POS,false
TXN-002605,ACC-593,MER-038,3771.81,2026-06-20T08:29:50Z,UPI,false
TXN-002606,ACC-058,MER-249,2381.63,2025-10-05T11:45:21Z,POS,false
TXN-002607,ACC-381,MER-529,3882.85,2025-09-23T10:36:50Z,Branch,false
TXN-002608,ACC-241,MER-562,3792.76,2026-01-10T05:56:42Z,POS,false
TXN-002609,ACC-751,MER-224,3019.18,2025-09-08T05:26:06Z,POS,false
TXN-002610,ACC-109,MER-449,4043.8,2026-04-12T04:31:05Z,ATM,false
TXN-002611,ACC-331,MER-572,4403.04,2025-07-17T08:02:10Z,Branch,false
TXN-002612,ACC-432,MER-184,4523.11,2025-05-22T12:24:04Z,ATM,false
TXN-002613,ACC-416,MER-039,608.45,2025-07-01T04:29:09Z,UPI,false
TXN-002614,ACC-613,MER-268,1790.68,2025-06-11T11:42:29Z,UPI,false
TXN-002615,ACC-258,MER-326,1169.54,2025-06-19T00:52:51Z,Mobile App,false
TXN-002616,ACC-618,MER-249,44.38,2026-01-01T06:54:13Z,UPI,false
TXN-002617,ACC-410,MER-534,3307.73,2026-04-28T22:29:27Z,Mobile App,false
TXN-002618,ACC-667,MER-439,3479.12,2026-03-26T22:50:19Z,UPI,false
TXN-002619,ACC-476,MER-139,3148.56,2025-01-25T22:34:55Z,UPI,false
TXN-002620,ACC-768,MER-181,3513.39,2026-05-10T00:51:10Z,ATM,false
TXN-002621,ACC-337,MER-096,2093.27,2025-02-21T16:26:35Z,ATM,false
TXN-002622,ACC-221,MER-482,961.36,2025-01-23T08:33:04Z,Branch,false
TXN-002623,ACC-710,MER-140,606.0,2025-08-17T03:36:12Z,Mobile App,false
TXN-002624,ACC-724,MER-185,1528.84,2026-05-18T00:38:17Z,ATM,false
TXN-002625,ACC-753,MER-277,471.19,2025-06-28T06:49:34Z,Mobile App,false
TXN-002626,ACC-422,MER-252,924.95,2025-08-31T20:36:52Z,POS,false
TXN-002627,ACC-015,MER-097,4457.91,2025-08-29T18:53:28Z,POS,false
TXN-002628,ACC-275,MER-173,1483.36,2025-07-30T07:10:02Z,ATM,false
TXN-002629,ACC-686,MER-032,787.55,2025-10-13T17:19:38Z,Mobile App,false
TXN-002630,ACC-715,MER-316,2196.65,2025-03-12T13:46:41Z,Mobile App,false
TXN-002631,ACC-685,MER-528,2129.56,2025-09-19T06:15:41Z,Branch,false
TXN-002632,ACC-281,MER-009,3063.83,2025-03-22T00:59:38Z,POS,false
TXN-002633,ACC-507,MER-360,962.84,2025-02-20T10:49:24Z,ATM,false
TXN-002634,ACC-479,MER-040,1600.28,2025-04-15T06:19:27Z,POS,false
TXN-002635,ACC-333,MER-096,3422.2,2026-01-31T00:26:53Z,ATM,false
TXN-002636,ACC-395,MER-078,3337.32,2025-02-24T20:03:47Z,Mobile App,false
TXN-002637,ACC-659,MER-205,1592.21,2025-07-27T12:22:07Z,ATM,false
TXN-002638,ACC-768,MER-592,2968.57,2026-05-08T13:50:50Z,ATM,false
TXN-002639,ACC-248,MER-492,1911.77,2026-03-29T21:30:40Z,Branch,false
TXN-002640,ACC-615,MER-178,3877.06,2025-07-01T12:59:56Z,ATM,false
TXN-002641,ACC-551,MER-393,467.26,2025-02-20T19:36:37Z,UPI,false
TXN-002642,ACC-773,MER-197,3044.54,2026-04-28T10:21:22Z,ATM,false
TXN-002643,ACC-313,MER-130,1402.93,2025-04-26T13:45:49Z,POS,false
TXN-002644,ACC-003,MER-388,2123.77,2025-05-26T21:13:51Z,POS,false
TXN-002645,ACC-420,MER-196,1008.66,2026-02-06T20:53:31Z,UPI,false
TXN-002646,ACC-620,MER-236,4761.41,2026-01-03T02:38:41Z,POS,false
TXN-002647,ACC-105,MER-540,1906.86,2025-07-17T14:23:36Z,Mobile App,false
TXN-002648,ACC-520,MER-446,3880.45,2025-08-12T16:09:07Z,ATM,false
TXN-002649,ACC-292,MER-256,3637.56,2026-04-27T17:46:44Z,ATM,false
TXN-002650,ACC-568,MER-338,1718.28,2025-06-08T14:36:32Z,POS,false
TXN-002651,ACC-023,MER-592,4309.98,2026-03-11T12:45:42Z,UPI,false
TXN-002652,ACC-637,MER-383,3044.28,2026-01-08T12:28:14Z,Mobile App,false
TXN-002653,ACC-255,MER-583,2135.17,2025-11-24T17:42:27Z,POS,false
TXN-002654,ACC-335,MER-215,1614.26,2026-01-01T07:28:36Z,Branch,false
TXN-002655,ACC-337,MER-046,1293.81,2026-03-03T18:27:05Z,UPI,false
TXN-002656,ACC-207,MER-005,189.14,2026-04-03T06:13:05Z,POS,false
TXN-002657,ACC-281,MER-140,2752.84,2025-06-14T20:56:05Z,POS,false
TXN-002658,ACC-292,MER-412,3335.14,2025-12-03T19:36:12Z,Branch,false
TXN-002659,ACC-461,MER-552,3056.84,2025-01-13T17:44:20Z,Branch,false
TXN-002660,ACC-718,MER-110,2288.42,2026-05-15T00:39:13Z,Mobile App,false
TXN-002661,ACC-444,MER-599,258.4,2026-04-28T12:28:56Z,Branch,false
TXN-002662,ACC-085,MER-083,132.56,2026-02-11T16:36:05Z,POS,false
TXN-002663,ACC-734,MER-459,514.04,2025-10-06T10:51:38Z,Branch,false
TXN-002664,ACC-443,MER-334,1.26,2026-02-26T14:53:22Z,UPI,false
TXN-002665,ACC-433,MER-021,3431.44,2026-05-30T08:02:55Z,POS,false
TXN-002666,ACC-268,MER-577,4434.21,2025-06-08T18:28:55Z,POS,false
TXN-002667,ACC-711,MER-213,4848.31,2026-05-12T20:08:59Z,Branch,false
TXN-002668,ACC-590,MER-530,1639.0,2025-08-05T02:44:52Z,POS,false
TXN-002669,ACC-778,MER-018,3228.92,2025-11-14T07:31:22Z,UPI,false
TXN-002670,ACC-235,MER-497,1716.44,2025-07-25T06:47:16Z,ATM,false
TXN-002671,ACC-575,MER-446,361.43,2026-02-22T03:30:45Z,UPI,false
TXN-002672,ACC-172,MER-340,4007.88,2025-01-26T20:37:03Z,ATM,false
TXN-002673,ACC-339,MER-058,4901.71,2025-07-06T23:17:55Z,UPI,false
TXN-002674,ACC-332,MER-503,2139.74,2025-10-20T08:27:24Z,POS,false
TXN-002675,ACC-527,MER-074,3146.3,2025-07-13T16:33:33Z,UPI,false
TXN-002676,ACC-663,MER-295,2865.28,2025-11-13T06:49:50Z,UPI,false
TXN-002677,ACC-054,MER-395,980.12,2025-06-21T10:47:35Z,Mobile App,false
TXN-002678,ACC-738,MER-087,109.66,2025-04-20T18:03:47Z,Branch,false
TXN-002679,ACC-563,MER-592,1887.49,2026-04-20T02:29:32Z,ATM,false
TXN-002680,ACC-002,MER-302,3213.86,2025-10-14T12:18:00Z,ATM,false
TXN-002681,ACC-726,MER-502,2298.87,2026-01-04T19:48:39Z,Mobile App,false
TXN-002682,ACC-222,MER-397,1638.41,2025-05-31T22:04:15Z,Branch,false
TXN-002683,ACC-221,MER-260,1520.92,2026-05-04T10:56:58Z,UPI,false
TXN-002684,ACC-265,MER-413,2543.84,2025-07-09T23:46:14Z,ATM,false
TXN-002685,ACC-108,MER-551,360.62,2025-06-02T08:59:26Z,ATM,false
TXN-002686,ACC-380,MER-451,3398.46,2025-02-07T03:22:35Z,Branch,false
TXN-002687,ACC-226,MER-128,4429.66,2025-10-05T13:04:39Z,Branch,false
TXN-002688,ACC-473,MER-439,866.12,2025-04-16T13:27:01Z,Branch,false
TXN-002689,ACC-251,MER-402,2223.04,2025-02-01T22:54:28Z,UPI,false
TXN-002690,ACC-629,MER-568,4574.24,2026-01-21T04:12:27Z,POS,false
TXN-002691,ACC-508,MER-384,3066.77,2026-05-20T22:03:25Z,ATM,false
TXN-002692,ACC-293,MER-515,3564.6,2025-10-03T01:40:40Z,ATM,false
TXN-002693,ACC-457,MER-471,3936.27,2025-01-22T08:34:09Z,ATM,false
TXN-002694,ACC-488,MER-399,2329.19,2025-08-07T13:32:14Z,Mobile App,false
TXN-002695,ACC-272,MER-154,113.61,2025-11-24T04:40:37Z,Branch,false
TXN-002696,ACC-364,MER-083,1541.32,2025-06-05T03:04:26Z,POS,false
TXN-002697,ACC-091,MER-078,1586.13,2025-06-11T07:45:19Z,ATM,false
TXN-002698,ACC-061,MER-060,3944.04,2025-02-06T03:02:00Z,UPI,false
TXN-002699,ACC-285,MER-035,3981.75,2025-10-05T08:14:10Z,UPI,false
TXN-002700,ACC-154,MER-248,3724.58,2025-09-24T17:32:17Z,ATM,false
TXN-002701,ACC-538,MER-342,3273.82,2025-07-11T01:48:21Z,POS,false
TXN-002702,ACC-185,MER-206,4324.73,2025-11-16T17:06:45Z,Branch,false
TXN-002703,ACC-033,MER-014,4308.64,2025-12-29T06:36:24Z,Mobile App,false
TXN-002704,ACC-585,MER-081,351.63,2025-08-27T23:17:23Z,UPI,false
TXN-002705,ACC-772,MER-371,4122.53,2026-04-12T00:56:30Z,UPI,false
TXN-002706,ACC-514,MER-582,2958.26,2025-09-02T04:03:39Z,Mobile App,false
TXN-002707,ACC-089,MER-561,509.91,2026-01-26T05:05:13Z,ATM,false
TXN-002708,ACC-767,MER-459,3937.99,2025-11-28T04:23:48Z,Mobile App,false
TXN-002709,ACC-320,MER-314,2352.45,2025-03-14T05:49:15Z,UPI,false
